"description"	"symbol"	"efo"	"gene"	"chromosome"	"init_pos"	"genome_reference"	"chosen_gene_idx"	"position"	"row_number"
"Peritoneal Neoplasms"	"KIT"	"EFO_1001100"	"ENSG00000157404"	"chr4"	54699336	"hg38"	1	54699336	1022
"Peritoneal Neoplasms"	"PARP1"	"EFO_1001100"	"ENSG00000143799"	"chr1"	226384392	"hg38"	1	226384392	1023
"Peritoneal Neoplasms"	"PARP2"	"EFO_1001100"	"ENSG00000129484"	"chr14"	20350769.5	"hg38"	2	20389584	1024
"Peritoneal Neoplasms"	"PARP3"	"EFO_1001100"	"ENSG00000041880"	"chr3"	51945615	"hg38"	19	51687787.5	1025
"Peritoneal Neoplasms"	"PDGFRA"	"EFO_1001100"	"ENSG00000134853"	"chr4"	54263769	"hg38"	2	54263769	1026
"Peritoneal Neoplasms"	"PDGFRB"	"EFO_1001100"	"ENSG00000113721"	"chr5"	150134842	"hg38"	1	150134842	1027
"Peritoneal Neoplasms"	"TUBB"	"EFO_1001100"	"ENSG00000196230"	"chr6"	30722887	"hg38"	12	30581482	1028
"Peritoneal Neoplasms"	"VEGFA"	"EFO_1001100"	"ENSG00000112715"	"chr6"	43778349	"hg38"	2	43679496.5	1029
"Phenylketonurias"	"PAH"	"Orphanet_238583"	"ENSG00000171759"	"chr12"	102877066.5	"hg38"	1	102877066.5	1030
"Pneumonia"	"TOP2A"	"EFO_0003106"	"ENSG00000131747"	"chr17"	40403210.5	"hg38"	1	40403210.5	1031
"Polycystic Ovary Syndrome"	"LHCGR"	"EFO_0000660"	"ENSG00000138039"	"chr2"	48721249	"hg38"	1	48694007.5	1032
"Polycythemia Vera"	"FLT3"	"EFO_0002429"	"ENSG00000122025"	"chr13"	28051925	"hg38"	2	27983205	1033
"Polycythemia Vera"	"IFNAR2"	"EFO_0002429"	"ENSG00000159110"	"chr21"	33247801	"hg38"	0	33247801	1034
"Polycythemia Vera"	"JAK1"	"EFO_0002429"	"ENSG00000162434"	"chr1"	64899889	"hg38"	2	64789153.5	1035
"Polycythemia Vera"	"JAK2"	"EFO_0002429"	"ENSG00000096968"	"chr9"	5057610	"hg38"	6	5302290	1036
"Polycythemia Vera"	"RET"	"EFO_0002429"	"ENSG00000165731"	"chr10"	43103710	"hg38"	1	43103710	1037
"Polymyalgia Rheumatica"	"NR3C1"	"EFO_0008518"	"ENSG00000113580"	"chr5"	143340810	"hg38"	4	143816438.5	1038
"Polyuria"	"AVPR2"	"HP_0000103"	"ENSG00000126895"	"chrX"	153905919.5	"hg38"	10	153981137	1039
"Porphyrias"	"ALAS1"	"Orphanet_738"	"ENSG00000023330"	"chr3"	52206243.5	"hg38"	1	52206243.5	1040
"Prader-Willi Syndrome"	"GHR"	"Orphanet_739"	"ENSG00000112964"	"chr5"	42572658.5	"hg38"	3	42805886	1041
"Prader-Willi Syndrome"	"OXTR"	"Orphanet_739"	"ENSG00000180914"	"chr3"	8759997	"hg38"	1	8759997	1042
"Premenstrual Syndrome"	"HTR2C"	"MONDO_0004169"	"ENSG00000147246"	"chrX"	114747073.5	"hg38"	1	114747073.5	1043
"Premenstrual Syndrome"	"SLC6A4"	"MONDO_0004169"	"ENSG00000108576"	"chr17"	30215008	"hg38"	4	30117125.5	1044
"Proctitis"	"NR3C1"	"EFO_0005628"	"ENSG00000113580"	"chr5"	143340810	"hg38"	3	143679915.5	1045
"Prostatic Hyperplasia"	"ADRA1A"	"EFO_0000284"	"ENSG00000120907"	"chr8"	26818043.5	"hg38"	1	26818043.5	1046
"Prostatic Hyperplasia"	"AR"	"EFO_0000284"	"ENSG00000169083"	"chrX"	67637320	"hg38"	1	67637320	1047
"Prostatic Hyperplasia"	"KLK3"	"EFO_0000284"	"ENSG00000142515"	"chr19"	50857839.5	"hg38"	1	50857839.5	1048
"Prostatic Hyperplasia"	"PDE5A"	"EFO_0000284"	"ENSG00000138735"	"chr4"	119561603.5	"hg38"	1	119561603.5	1049
"Prostatic Neoplasms"	"ANPEP"	"MONDO_0008315"	"ENSG00000166825"	"chr15"	89799873.5	"hg38"	6	89850679	1050
"Prostatic Neoplasms"	"AR"	"MONDO_0008315"	"ENSG00000169083"	"chrX"	67637320	"hg38"	2	68237919.5	1051
"Prostatic Neoplasms"	"CYP17A1"	"MONDO_0008315"	"ENSG00000148795"	"chr10"	102833972	"hg38"	1	102833972	1052
"Prostatic Neoplasms"	"FOLH1"	"MONDO_0008315"	"ENSG00000086205"	"chr11"	49176847	"hg38"	2	49056413	1053
"Prostatic Neoplasms"	"GNRH1"	"MONDO_0008315"	"ENSG00000147437"	"chr8"	25421759.5	"hg38"	4	25483572	1054
"Prostatic Neoplasms"	"GNRHR"	"MONDO_0008315"	"ENSG00000109163"	"chr4"	67745753	"hg38"	3	67852439	1055
"Prostatic Neoplasms"	"PARP1"	"MONDO_0008315"	"ENSG00000143799"	"chr1"	226384392	"hg38"	3	226225362	1056
"Prostatic Neoplasms"	"PARP2"	"MONDO_0008315"	"ENSG00000129484"	"chr14"	20350769.5	"hg38"	17	20116469	1057
"Prostatic Neoplasms"	"PARP3"	"MONDO_0008315"	"ENSG00000041880"	"chr3"	51945615	"hg38"	3	51956440	1058
"Prostatic Neoplasms"	"TOP2A"	"MONDO_0008315"	"ENSG00000131747"	"chr17"	40403210.5	"hg38"	6	40296268	1059
"Prostatic Neoplasms"	"TUBB"	"MONDO_0008315"	"ENSG00000196230"	"chr6"	30722887	"hg38"	1	30722887	1060
"Prostatitis"	"KLK3"	"EFO_0003830"	"ENSG00000142515"	"chr19"	50857839.5	"hg38"	6	50792817	1061
"Prurigo"	"IL4R"	"MONDO_0026045"	"ENSG00000077238"	"chr16"	27339376	"hg38"	0	27339376	1062
"Pruritus"	"IL31"	"HP_0000989"	"ENSG00000204671"	"chr12"	122173125	"hg38"	1	122173125	1063
"Pruritus"	"OPRK1"	"HP_0000989"	"ENSG00000082556"	"chr8"	53238680.5	"hg38"	3	53779394	1064
"Psoriasis"	"AHR"	"EFO_0000676,Orphanet_247353"	"ENSG00000106546"	"chr7"	17322399.5	"hg38"	1	17322399.5	1065
"Psoriasis"	"CD6"	"EFO_0000676,Orphanet_247353"	"ENSG00000013725"	"chr11"	60996028.5	"hg38"	1	60996028.5	1066
"Psoriasis"	"CXCL8"	"EFO_0000676,Orphanet_247353"	"ENSG00000169429"	"chr4"	73742142.5	"hg38"	3	73853889.5	1067
"Psoriasis"	"DHFR"	"EFO_0000676,Orphanet_247353"	"ENSG00000228716"	"chr5"	80640604.5	"hg38"	1	80640604.5	1068
"Psoriasis"	"IL12B"	"EFO_0000676,Orphanet_247353"	"ENSG00000113302"	"chr5"	159322633.5	"hg38"	1	159322633.5	1069
"Psoriasis"	"IL17A"	"EFO_0000676,Orphanet_247353"	"ENSG00000112115"	"chr6"	52188506.5	"hg38"	2	52148982	1070
"Psoriasis"	"IL17F"	"EFO_0000676,Orphanet_247353"	"ENSG00000112116"	"chr6"	52240590.5	"hg38"	2	52274378.5	1071
"Psoriasis"	"IL17RA"	"EFO_0000676,Orphanet_247353"	"ENSG00000177663"	"chr22"	17100346.5	"hg38"	0	17100346.5	1072
"Psoriasis"	"IL1RL2"	"EFO_0000676,Orphanet_247353"	"ENSG00000115598"	"chr2"	102213512.5	"hg38"	2	102161310	1073
"Psoriasis"	"IL23A"	"EFO_0000676,Orphanet_247353"	"ENSG00000110944"	"chr12"	56339647	"hg38"	1	56339647	1074
"Psoriasis"	"JAK1"	"EFO_0000676,Orphanet_247353"	"ENSG00000162434"	"chr1"	64899889	"hg38"	1	64899889	1075
"Psoriasis"	"JAK3"	"EFO_0000676,Orphanet_247353"	"ENSG00000105639"	"chr19"	17836382	"hg38"	5	17883559.5	1076
"Psoriasis"	"NFE2L2"	"EFO_0000676,Orphanet_247353"	"ENSG00000116044"	"chr2"	177247517.5	"hg38"	2	177255977.5	1077
"Psoriasis"	"NR3C1"	"EFO_0000676,Orphanet_247353"	"ENSG00000113580"	"chr5"	143340810	"hg38"	3	143679915.5	1078
"Psoriasis"	"PDE4A"	"EFO_0000676,Orphanet_247353"	"ENSG00000065989"	"chr19"	10445084	"hg38"	5	10365552.5	1079
"Psoriasis"	"PDE4B"	"EFO_0000676,Orphanet_247353"	"ENSG00000184588"	"chr1"	66083734.5	"hg38"	2	65531113.5	1080
"Psoriasis"	"PDE4C"	"EFO_0000676,Orphanet_247353"	"ENSG00000105650"	"chr19"	18217201.5	"hg38"	1	18231690	1081
"Psoriasis"	"PDE4D"	"EFO_0000676,Orphanet_247353"	"ENSG00000113448"	"chr5"	59431382	"hg38"	1	59431382	1082
"Psoriasis"	"PTGS1"	"EFO_0000676,Orphanet_247353"	"ENSG00000095303"	"chr9"	122383363.5	"hg38"	1	122383363.5	1083
"Psoriasis"	"PTGS2"	"EFO_0000676,Orphanet_247353"	"ENSG00000073756"	"chr1"	186676107	"hg38"	3	186452340	1084
"Psoriasis"	"TBXAS1"	"EFO_0000676,Orphanet_247353"	"ENSG00000059377"	"chr7"	139924778.5	"hg38"	1	139924778.5	1085
"Psoriasis"	"TNF"	"EFO_0000676,Orphanet_247353"	"ENSG00000232810"	"chr6"	31576950.5	"hg38"	6	31553218.5	1086
"Psoriasis"	"TYK2"	"EFO_0000676,Orphanet_247353"	"ENSG00000105397"	"chr19"	10365552.5	"hg38"	1	10365552.5	1087
"Psoriasis"	"VDR"	"EFO_0000676,Orphanet_247353"	"ENSG00000111424"	"chr12"	47873265.5	"hg38"	2	47801312.5	1088
"Psychotic Disorders"	"DRD2"	"EFO_0005411,EFO_0005407"	"ENSG00000149295"	"chr11"	113442501.5	"hg38"	1	113442501.5	1089
"Psychotic Disorders"	"HTR2A"	"EFO_0005411,EFO_0005407"	"ENSG00000102468"	"chr13"	46864299.5	"hg38"	1	46864299.5	1090
"Psychotic Disorders"	"HTR7"	"EFO_0005411,EFO_0005407"	"ENSG00000148680"	"chr10"	90799431	"hg38"	1	90799431	1091
"Puberty, Delayed"	"GHR"	"HP_0000823"	"ENSG00000112964"	"chr5"	42572658.5	"hg38"	2	42779628.5	1092
"Puberty, Precocious"	"GNRHR"	"MONDO_0000088"	"ENSG00000109163"	"chr4"	67745753	"hg38"	8	68236173.5	1093
"Pulmonary Embolism"	"F10"	"EFO_0003827"	"ENSG00000126218"	"chr13"	113136164	"hg38"	5	113193102.5	1094
"Pulmonary Embolism"	"F2"	"EFO_0003827"	"ENSG00000180210"	"chr11"	46729359.5	"hg38"	4	46753158.5	1095
"Pulmonary Embolism"	"PLAT"	"EFO_0003827"	"ENSG00000104368"	"chr8"	42191141.5	"hg38"	1	42191141.5	1096
"Pulmonary Embolism"	"SERPINC1"	"EFO_0003827"	"ENSG00000117601"	"chr1"	173910563.5	"hg38"	3	173976720.5	1097
"Purpura, Thrombotic Thrombocytopenic"	"VWF"	"MONDO_0018896"	"ENSG00000110799"	"chr12"	6036773.5	"hg38"	8	6448334	1098
"Radiation Injuries"	"TLR5"	"MONDO_0043458"	"ENSG00000187554"	"chr1"	223126326	"hg38"	1	223126326	1099
"Rectal Fistula"	"TNF"	"MONDO_0000754"	"ENSG00000232810"	"chr6"	31576950.5	"hg38"	5	31590950.5	1100
"Respiratory Distress Syndrome"	"VIPR1"	"EFO_1000637"	"ENSG00000114812"	"chr3"	42520105.5	"hg38"	1	42520105.5	1101
"Restless Legs Syndrome"	"CACNA2D1"	"EFO_0004270"	"ENSG00000153956"	"chr7"	82195110.5	"hg38"	1	82195110.5	1102
"Restless Legs Syndrome"	"DRD2"	"EFO_0004270"	"ENSG00000149295"	"chr11"	113442501.5	"hg38"	0	113442501.5	1103
"Retinal Diseases"	"PLG"	"EFO_0003839"	"ENSG00000122194"	"chr6"	160728170.5	"hg38"	2	160597878.5	1104
"Retinal Vein Occlusion"	"NR3C1"	"EFO_1001157"	"ENSG00000113580"	"chr5"	143340810	"hg38"	2	142999692	1105
"Retinal Vein Occlusion"	"VEGFA"	"EFO_1001157"	"ENSG00000112715"	"chr6"	43778349	"hg38"	1	43778349	1106
"Retinitis Pigmentosa"	"RPE65"	"Orphanet_98661"	"ENSG00000116745"	"chr1"	68439388	"hg38"	2	68485617	1107
"Rhabdomyosarcoma"	"ANPEP"	"EFO_0002918"	"ENSG00000166825"	"chr15"	89799873.5	"hg38"	2	89777543	1108
"Rhabdomyosarcoma"	"TOP2A"	"EFO_0002918"	"ENSG00000131747"	"chr17"	40403210.5	"hg38"	2	40362694.5	1109
"Rhinitis, Allergic, Perennial"	"CYSLTR1"	"EFO_1001417"	"ENSG00000173198"	"chrX"	78299539.5	"hg38"	3	78116771.5	1110
"Rhinitis, Allergic, Perennial"	"HRH1"	"EFO_1001417"	"ENSG00000196639"	"chr3"	11209025	"hg38"	1	11209025	1111
"Rhinitis, Allergic, Perennial"	"NR3C1"	"EFO_1001417"	"ENSG00000113580"	"chr5"	143340810	"hg38"	3	143679915.5	1112
"Rosacea"	"ADRA2A"	"EFO_1000760"	"ENSG00000150594"	"chr10"	111078968	"hg38"	1	111078968	1113
"Rosacea"	"MMP1"	"EFO_1000760"	"ENSG00000196611"	"chr11"	102794039.5	"hg38"	1	102794039.5	1114
"Sarcoma"	"ANPEP"	"EFO_0000691"	"ENSG00000166825"	"chr15"	89799873.5	"hg38"	5	89750562	1115
"Sarcoma"	"BRAF"	"EFO_0000691"	"ENSG00000157764"	"chr7"	140827797	"hg38"	1	140827797	1116
"Sarcoma"	"EZH2"	"EFO_0000691"	"ENSG00000106462"	"chr7"	148845837	"hg38"	2	148750006.5	1117
"Sarcoma"	"FGFR1"	"EFO_0000691"	"ENSG00000077782"	"chr8"	38439889	"hg38"	11	38045449.5	1118
"Sarcoma"	"FGFR2"	"EFO_0000691"	"ENSG00000066468"	"chr10"	121538388	"hg38"	1	121538388	1119
"Sarcoma"	"FGFR3"	"EFO_0000691"	"ENSG00000068078"	"chr4"	1801080	"hg38"	1	1801080	1120
"Sarcoma"	"FGFR4"	"EFO_0000691"	"ENSG00000160867"	"chr5"	177092529.5	"hg38"	1	177092529.5	1121
"Sarcoma"	"FLT1"	"EFO_0000691"	"ENSG00000102755"	"chr13"	28397737	"hg38"	1	28397737	1122
"Sarcoma"	"FLT4"	"EFO_0000691"	"ENSG00000037280"	"chr5"	180625553	"hg38"	1	180625553	1123
"Sarcoma"	"KDR"	"EFO_0000691"	"ENSG00000128052"	"chr4"	55102038	"hg38"	0	55102038	1124
"Sarcoma"	"KIT"	"EFO_0000691"	"ENSG00000157404"	"chr4"	54699336	"hg38"	4	53836555.5	1125
"Sarcoma"	"PDGFRA"	"EFO_0000691"	"ENSG00000134853"	"chr4"	54263769	"hg38"	1	53836555.5	1126
"Sarcoma"	"PDGFRB"	"EFO_0000691"	"ENSG00000113721"	"chr5"	150134842	"hg38"	1	150134842	1127
"Sarcoma"	"TOP2A"	"EFO_0000691"	"ENSG00000131747"	"chr17"	40403210.5	"hg38"	1	40403210.5	1128
"Sarcoma, Ewing"	"ANPEP"	"EFO_0000174"	"ENSG00000166825"	"chr15"	89799873.5	"hg38"	1	89799873.5	1129
"Sarcoma, Ewing"	"TOP2A"	"EFO_0000174"	"ENSG00000131747"	"chr17"	40403210.5	"hg38"	1	40403210.5	1130
"Sarcoma, Kaposi"	"CRBN"	"EFO_0000558"	"ENSG00000113851"	"chr3"	3164851	"hg38"	2	3137981.5	1131
"Sarcoma, Kaposi"	"IFNAR2"	"EFO_0000558"	"ENSG00000159110"	"chr21"	33247801	"hg38"	5	33420464.5	1132
"Sarcoma, Kaposi"	"TOP2A"	"EFO_0000558"	"ENSG00000131747"	"chr17"	40403210.5	"hg38"	1	40403210.5	1133
"Osteosarcoma"	"ANPEP"	"MONDO_0002629"	"ENSG00000166825"	"chr15"	89799873.5	"hg38"	3	89862296.5	1134
"Osteosarcoma"	"TOP2A"	"MONDO_0002629"	"ENSG00000131747"	"chr17"	40403210.5	"hg38"	2	40362694.5	1135
"Schizophrenia"	"ADRA1A"	"MONDO_0005090"	"ENSG00000120907"	"chr8"	26818043.5	"hg38"	2	26586103	1136
"Schizophrenia"	"ADRA1D"	"MONDO_0005090"	"ENSG00000171873"	"chr20"	4234958.5	"hg38"	3	3971434.5	1137
"Schizophrenia"	"ADRA2A"	"MONDO_0005090"	"ENSG00000150594"	"chr10"	111078968	"hg38"	1	111078968	1138
"Schizophrenia"	"DRD1"	"MONDO_0005090"	"ENSG00000184845"	"chr5"	175442109	"hg38"	3	175684413.5	1139
"Schizophrenia"	"DRD2"	"MONDO_0005090"	"ENSG00000149295"	"chr11"	113442501.5	"hg38"	1	113442501.5	1140
"Schizophrenia"	"DRD3"	"MONDO_0005090"	"ENSG00000151577"	"chr3"	114153316	"hg38"	1	114153316	1141
"Schizophrenia"	"HRH1"	"MONDO_0005090"	"ENSG00000196639"	"chr3"	11209025	"hg38"	1	11209025	1142
"Schizophrenia"	"HTR1A"	"MONDO_0005090"	"ENSG00000178394"	"chr5"	63960159.5	"hg38"	2	64269356	1143
"Schizophrenia"	"HTR2A"	"MONDO_0005090"	"ENSG00000102468"	"chr13"	46864299.5	"hg38"	1	46864299.5	1144
"Schizophrenia"	"HTR7"	"MONDO_0005090"	"ENSG00000148680"	"chr10"	90799431	"hg38"	2	90887082.5	1145
"Schizophrenia"	"SIGMAR1"	"MONDO_0005090"	"ENSG00000147955"	"chr9"	34636254.5	"hg38"	1	34636254.5	1146
"Schizophrenia"	"SLC6A4"	"MONDO_0005090"	"ENSG00000108576"	"chr17"	30215008	"hg38"	0	30215008	1147
"Scleroderma, Systemic"	"IL17RA"	"EFO_1001993"	"ENSG00000177663"	"chr22"	17100346.5	"hg38"	2	17118828.5	1148
"Scleroderma, Systemic"	"TRPA1"	"EFO_1001993"	"ENSG00000104321"	"chr8"	72048417	"hg38"	1	72048417	1149
"Dermatitis, Seborrheic"	"TNF"	"EFO_1000764"	"ENSG00000232810"	"chr6"	31576950.5	"hg38"	11	31629243	1150
"Sexual Dysfunction, Physiological"	"AR"	"MONDO_0002134"	"ENSG00000169083"	"chrX"	67637320	"hg38"	1	67637320	1151
"Sexual Dysfunction, Physiological"	"MC4R"	"MONDO_0002134"	"ENSG00000166603"	"chr18"	60371918.5	"hg38"	1	60371918.5	1152
"Sialorrhea"	"CHRM1"	"HP_0002307,HP_0003781"	"ENSG00000168539"	"chr11"	62915021	"hg38"	1	62915021	1153
"Sialorrhea"	"CHRM3"	"HP_0002307,HP_0003781"	"ENSG00000133019"	"chr1"	239651009	"hg38"	2	240283535	1154
"Sinusitis"	"IL4R"	"EFO_0007486"	"ENSG00000077238"	"chr16"	27339376	"hg38"	1	27339376	1155
"Sinusitis"	"NR3C1"	"EFO_0007486"	"ENSG00000113580"	"chr5"	143340810	"hg38"	1	143340810	1156
"Sjogren's Syndrome"	"IL2RA"	"EFO_0000699"	"ENSG00000134460"	"chr10"	6036528	"hg38"	1	6036528	1157
"Skin Diseases"	"FGF2"	"EFO_0000701"	"ENSG00000138685"	"chr4"	122862533.5	"hg38"	1	122862533.5	1158
"Skin Diseases, Infectious"	"CD28"	"MONDO_0024294"	"ENSG00000178562"	"chr2"	203722775.5	"hg38"	2	203870868	1159
"Skin Diseases, Infectious"	"NR3C1"	"MONDO_0024294"	"ENSG00000113580"	"chr5"	143340810	"hg38"	1	143340810	1160
"Sleep Wake Disorders"	"MTNR1A"	"EFO_0008568"	"ENSG00000168412"	"chr4"	186544611	"hg38"	0	186544611	1161
"Sleep Wake Disorders"	"MTNR1B"	"EFO_0008568"	"ENSG00000134640"	"chr11"	92976216.5	"hg38"	1	92976216.5	1162
"Spasms, Infantile"	"ABAT"	"EFO_1000643"	"ENSG00000183044"	"chr16"	8729593.5	"hg38"	1	8729593.5	1163
"Spinal Cord Injuries"	"GABBR1"	"EFO_1001919"	"ENSG00000204681"	"chr6"	29617710.5	"hg38"	3	29664728.5	1164
"Spondylitis, Ankylosing"	"IL17A"	"EFO_0003898"	"ENSG00000112115"	"chr6"	52188506.5	"hg38"	4	52240590.5	1165
"Spondylitis, Ankylosing"	"IL17F"	"EFO_0003898"	"ENSG00000112116"	"chr6"	52240590.5	"hg38"	1	52240590.5	1166
"Spondylitis, Ankylosing"	"IL17RA"	"EFO_0003898"	"ENSG00000177663"	"chr22"	17100346.5	"hg38"	2	17118828.5	1167
"Spondylitis, Ankylosing"	"JAK1"	"EFO_0003898"	"ENSG00000162434"	"chr1"	64899889	"hg38"	1	64899889	1168
"Spondylitis, Ankylosing"	"JAK3"	"EFO_0003898"	"ENSG00000105639"	"chr19"	17836382	"hg38"	18	18161847.5	1169
"Spondylitis, Ankylosing"	"NR3C1"	"EFO_0003898"	"ENSG00000113580"	"chr5"	143340810	"hg38"	3	143679915.5	1170
"Spondylitis, Ankylosing"	"TNF"	"EFO_0003898"	"ENSG00000232810"	"chr6"	31576950.5	"hg38"	1	31576950.5	1171
"Status Epilepticus"	"GABRA1"	"EFO_0008526"	"ENSG00000022355"	"chr5"	161874045.5	"hg38"	3	162111649.5	1172
"Status Epilepticus"	"GABRA2"	"EFO_0008526"	"ENSG00000151834"	"chr4"	46316838	"hg38"	2	46079911.5	1173
"Status Epilepticus"	"GABRA3"	"EFO_0008526"	"ENSG00000011677"	"chrX"	152308774.5	"hg38"	5	152135943.5	1174
"Status Epilepticus"	"GABRA4"	"EFO_0008526"	"ENSG00000109158"	"chr4"	46956240.5	"hg38"	1	46956240.5	1175
"Status Epilepticus"	"GABRA5"	"EFO_0008526"	"ENSG00000186297"	"chr15"	26908135	"hg38"	1	26908135	1176
"Status Epilepticus"	"SCN1A"	"EFO_0008526"	"ENSG00000144285"	"chr2"	166056916.5	"hg38"	1	166056916.5	1177
"Status Epilepticus"	"SCN2A"	"EFO_0008526"	"ENSG00000136531"	"chr2"	165315859	"hg38"	1	165315859	1178
"Status Epilepticus"	"SCN3A"	"EFO_0008526"	"ENSG00000153253"	"chr2"	165145788	"hg38"	4	164761005.5	1179
"Stomach Neoplasms"	"ANPEP"	"EFO_0003897"	"ENSG00000166825"	"chr15"	89799873.5	"hg38"	3	89862296.5	1180
"Stomach Neoplasms"	"CD274"	"EFO_0003897"	"ENSG00000120217"	"chr9"	5460548	"hg38"	6	5702832	1181
"Stomach Neoplasms"	"EGFR"	"EFO_0003897"	"ENSG00000146648"	"chr7"	55115322.5	"hg38"	1	55115322.5	1182
"Stomach Neoplasms"	"ERBB2"	"EFO_0003897"	"ENSG00000141736"	"chr17"	39714361	"hg38"	10	39631788	1183
"Stomach Neoplasms"	"ERBB4"	"EFO_0003897"	"ENSG00000178568"	"chr2"	211957259.5	"hg38"	1	212426311.5	1184
"Stomach Neoplasms"	"KDR"	"EFO_0003897"	"ENSG00000128052"	"chr4"	55102038	"hg38"	2	55359671	1185
"Stomach Neoplasms"	"PDCD1"	"EFO_0003897"	"ENSG00000188389"	"chr2"	241854389	"hg38"	1	241854389	1186
"Stomach Neoplasms"	"RET"	"EFO_0003897"	"ENSG00000165731"	"chr10"	43103710	"hg38"	0	43103710	1187
"Stomach Neoplasms"	"TLR3"	"EFO_0003897"	"ENSG00000164342"	"chr4"	186078614.5	"hg38"	1	186078614.5	1188
"Stomach Neoplasms"	"TOP1"	"EFO_0003897"	"ENSG00000198900"	"chr20"	41076654.5	"hg38"	1	41076654.5	1189
"Stomach Neoplasms"	"TOP2A"	"EFO_0003897"	"ENSG00000131747"	"chr17"	40403210.5	"hg38"	1	40403210.5	1190
"Stomach Neoplasms"	"TUBB"	"EFO_0003897"	"ENSG00000196230"	"chr6"	30722887	"hg38"	1	30722887	1191
"Stomach Neoplasms"	"TYMS"	"EFO_0003897"	"ENSG00000176890"	"chr18"	665615.5	"hg38"	4	766915	1192
"Stomach Ulcer"	"ATP4A"	"EFO_0009454"	"ENSG00000105675"	"chr19"	35556844.5	"hg38"	13	35672499	1193
"Stomatitis, Aphthous"	"SCN9A"	"EFO_0003938"	"ENSG00000169432"	"chr2"	166285564.5	"hg38"	1	166285564.5	1194
"Synovitis, Pigmented Villonodular"	"CSF1R"	"EFO_1000562"	"ENSG00000182578"	"chr5"	150069924.5	"hg38"	15	150446187	1195
"Synovitis, Pigmented Villonodular"	"FLT3"	"EFO_1000562"	"ENSG00000122025"	"chr13"	28051925	"hg38"	0	28051925	1196
"Synovitis, Pigmented Villonodular"	"KIT"	"EFO_1000562"	"ENSG00000157404"	"chr4"	54699336	"hg38"	1	54699336	1197
"Tachycardia, Supraventricular"	"ADRB1"	"HP_0004755"	"ENSG00000043591"	"chr10"	114045385	"hg38"	1	114045385	1198
"Tennis Elbow"	"PTGS1"	"EFO_1001896"	"ENSG00000095303"	"chr9"	122383363.5	"hg38"	4	122251231	1199
"Tennis Elbow"	"PTGS2"	"EFO_1001896"	"ENSG00000073756"	"chr1"	186676107	"hg38"	0	186676107	1200
"Thalassemia"	"ACVRL1"	"EFO_1001996"	"ENSG00000139567"	"chr12"	51915432.5	"hg38"	5	52011417.5	1201
"Thalassemia"	"HBB"	"EFO_1001996"	"ENSG00000244734"	"chr11"	5226267.5	"hg38"	2	5233660.5	1202
"Thrombasthenia"	"F7"	"Orphanet_849"	"ENSG00000057593"	"chr13"	113113238	"hg38"	1	113113238	1203
"Thrombocytopenia"	"CSF1R"	"HP_0001873"	"ENSG00000182578"	"chr5"	150069924.5	"hg38"	11	150299624	1204
"Thrombocytopenia"	"F2"	"HP_0001873"	"ENSG00000180210"	"chr11"	46729359.5	"hg38"	14	46382735	1205
"Thrombocytopenia"	"FLT3"	"HP_0001873"	"ENSG00000122025"	"chr13"	28051925	"hg38"	3	27965116.5	1206
"Thrombocytopenia"	"IL11RA"	"HP_0001873"	"ENSG00000137070"	"chr9"	34657043.5	"hg38"	1	34651879	1207
"Thrombocytopenia"	"IRAK1"	"HP_0001873"	"ENSG00000184216"	"chrX"	154015204.5	"hg38"	3	154059645	1208
"Thrombocytopenia"	"JAK2"	"HP_0001873"	"ENSG00000096968"	"chr9"	5057610	"hg38"	1	5057610	1209
"Thrombocytopenia"	"KIT"	"HP_0001873"	"ENSG00000157404"	"chr4"	54699336	"hg38"	1	54699336	1210
"Thrombocytopenia"	"MPL"	"HP_0001873"	"ENSG00000117400"	"chr1"	43346142	"hg38"	14	43171682	1211
"Thrombocytosis"	"FLT3"	"EFO_0000479"	"ENSG00000122025"	"chr13"	28051925	"hg38"	3	27965116.5	1212
"Thrombocytosis"	"JAK2"	"EFO_0000479"	"ENSG00000096968"	"chr9"	5057610	"hg38"	1	5057610	1213
"Thrombocytosis"	"RET"	"EFO_0000479"	"ENSG00000165731"	"chr10"	43103710	"hg38"	3	43230800	1214
"Thrombophlebitis"	"F10"	"HP_0004418"	"ENSG00000126218"	"chr13"	113136164	"hg38"	1	113136164	1215
"Thrombophlebitis"	"PLAU"	"HP_0004418"	"ENSG00000122861"	"chr10"	73914313	"hg38"	1	73914313	1216
"Thrombophlebitis"	"PTGER2"	"HP_0004418"	"ENSG00000125384"	"chr14"	52321455	"hg38"	1	52321455	1217
"Thrombosis"	"F10"	"MONDO_0000831,HP_0004420"	"ENSG00000126218"	"chr13"	113136164	"hg38"	2	113113238	1218
"Thrombosis"	"F2"	"MONDO_0000831,HP_0004420"	"ENSG00000180210"	"chr11"	46729359.5	"hg38"	1	46729359.5	1219
"Thrombosis"	"F2R"	"MONDO_0000831,HP_0004420"	"ENSG00000181104"	"chr5"	76725948	"hg38"	4	76619442.5	1220
"Thrombosis"	"PLAU"	"MONDO_0000831,HP_0004420"	"ENSG00000122861"	"chr10"	73914313	"hg38"	1	73914313	1221
"Thrombosis"	"PLG"	"MONDO_0000831,HP_0004420"	"ENSG00000122194"	"chr6"	160728170.5	"hg38"	1	160728170.5	1222
